t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4,yaw_robot1,yaw_robot2,yaw_robot3,yaw_robot4
50.70,0.0396,2.0018,11.1870,-0.0018,0.0017,11.1395,13.2129,9.2122,9.2140,13.1087,1.9926,1.9930,-1.9966,-1.9961,-0.0001,-0.0001,0.0001,0.0001
50.80,0.0396,2.0058,11.2089,-0.0018,0.0017,11.1614,13.2348,9.2342,9.2360,13.1306,1.9926,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
50.90,0.0396,2.0098,11.2309,-0.0018,0.0017,11.1835,13.2569,9.2562,9.2580,13.1527,1.9926,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
51.00,0.0396,2.0137,11.2528,-0.0018,0.0017,11.2053,13.2788,9.2781,9.2798,13.1745,1.9926,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
51.10,0.0396,2.0177,11.2748,-0.0018,0.0017,11.2273,13.3007,9.3001,9.3018,13.1965,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
51.20,0.0396,2.0216,11.2968,-0.0018,0.0017,11.2493,13.3227,9.3221,9.3238,13.2185,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
51.30,0.0396,2.0256,11.3188,-0.0018,0.0017,11.2713,13.3447,9.3440,9.3458,13.2405,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
51.40,0.0396,2.0296,11.3408,-0.0018,0.0017,11.2933,13.3667,9.3661,9.3678,13.2625,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
51.50,0.0396,2.0335,11.3628,-0.0018,0.0017,11.3153,13.3887,9.3881,9.3898,13.2845,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
51.60,0.0396,2.0375,11.3848,-0.0018,0.0017,11.3373,13.4107,9.4101,9.4118,13.3065,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
51.70,0.0396,2.0414,11.4068,-0.0018,0.0017,11.3593,13.4327,9.4321,9.4338,13.3285,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
51.80,0.0396,2.0454,11.4287,-0.0018,0.0017,11.3813,13.4547,9.4540,9.4558,13.3505,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
51.90,0.0396,2.0494,11.4507,-0.0018,0.0017,11.4032,13.4766,9.4760,9.4778,13.3724,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
52.00,0.0396,2.0533,11.4727,-0.0018,0.0017,11.4252,13.4987,9.4980,9.4998,13.3944,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
52.10,0.0396,2.0573,11.4947,-0.0018,0.0017,11.4472,13.5206,9.5200,9.5218,13.4164,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
52.20,0.0396,2.0612,11.5165,-0.0018,0.0017,11.4691,13.5425,9.5418,9.5436,13.4383,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
52.30,0.0396,2.0652,11.5386,-0.0018,0.0017,11.4911,13.5645,9.5639,9.5656,13.4603,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
52.40,0.0396,2.0692,11.5606,-0.0018,0.0017,11.5131,13.5865,9.5858,9.5876,13.4823,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
52.50,0.0396,2.0731,11.5826,-0.0018,0.0017,11.5351,13.6085,9.6079,9.6096,13.5043,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
52.60,0.0396,2.0771,11.6046,-0.0018,0.0017,11.5571,13.6305,9.6299,9.6316,13.5263,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
52.70,0.0396,2.0811,11.6266,-0.0018,0.0017,11.5791,13.6525,9.6519,9.6537,13.5483,1.9925,1.9930,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
52.80,0.0396,2.0850,11.6486,-0.0018,0.0017,11.6011,13.6745,9.6738,9.6756,13.5703,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
52.90,0.0396,2.0890,11.6706,-0.0018,0.0017,11.6231,13.6965,9.6958,9.6976,13.5923,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
53.00,0.0396,2.0929,11.6926,-0.0018,0.0017,11.6451,13.7185,9.7179,9.7196,13.6143,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
53.10,0.0396,2.0969,11.7146,-0.0018,0.0017,11.6671,13.7405,9.7399,9.7416,13.6363,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
53.20,0.0396,2.1009,11.7365,-0.0018,0.0017,11.6891,13.7625,9.7618,9.7636,13.6583,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
53.30,0.0396,2.1048,11.7585,-0.0018,0.0017,11.7111,13.7845,9.7838,9.7856,13.6803,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
53.40,0.0396,2.1088,11.7805,-0.0018,0.0017,11.7330,13.8065,9.8058,9.8076,13.7022,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
53.50,0.0396,2.1127,11.8026,-0.0018,0.0017,11.7551,13.8285,9.8278,9.8296,13.7243,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
53.60,0.0396,2.1167,11.8245,-0.0018,0.0017,11.7770,13.8504,9.8498,9.8516,13.7462,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
53.70,0.0396,2.1207,11.8465,-0.0018,0.0017,11.7990,13.8725,9.8718,9.8736,13.7682,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
53.80,0.0396,2.1246,11.8685,-0.0018,0.0017,11.8210,13.8944,9.8938,9.8956,13.7902,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
53.90,0.0396,2.1286,11.8904,-0.0018,0.0017,11.8429,13.9164,9.9157,9.9174,13.8121,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
54.00,0.0396,2.1326,11.9123,-0.0018,0.0017,11.8648,13.9383,9.9376,9.9394,13.8340,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
54.10,0.0396,2.1365,11.9344,-0.0018,0.0017,11.8869,13.9603,9.9597,9.9614,13.8561,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
54.20,0.0396,2.1405,11.9563,-0.0018,0.0017,11.9088,13.9823,9.9816,9.9834,13.8780,1.9925,1.9929,-1.9965,-1.9961,-0.0001,-0.0001,0.0001,0.0001
54.30,0.0396,2.1444,11.9783,-0.0018,0.0017,11.9308,14.0043,10.0036,10.0054,13.9000,1.9925,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
54.40,0.0396,2.1484,12.0003,-0.0018,0.0017,11.9529,14.0263,10.0256,10.0274,13.9221,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
54.50,0.0396,2.1524,12.0223,-0.0018,0.0017,11.9748,14.0483,10.0476,10.0494,13.9440,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
54.60,0.0396,2.1563,12.0443,-0.0018,0.0017,11.9969,14.0703,10.0696,10.0714,13.9661,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
54.70,0.0396,2.1603,12.0664,-0.0018,0.0017,12.0189,14.0923,10.0916,10.0934,13.9881,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
54.80,0.0396,2.1643,12.0883,-0.0018,0.0017,12.0409,14.1143,10.1136,10.1154,14.0101,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
54.90,0.0396,2.1682,12.1103,-0.0018,0.0017,12.0629,14.1363,10.1356,10.1374,14.0321,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
55.00,0.0396,2.1722,12.1323,-0.0018,0.0017,12.0848,14.1583,10.1576,10.1594,14.0541,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
55.10,0.0396,2.1761,12.1543,-0.0018,0.0017,12.1068,14.1803,10.1796,10.1814,14.0760,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
55.20,0.0396,2.1801,12.1763,-0.0018,0.0017,12.1289,14.2023,10.2016,10.2034,14.0980,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
55.30,0.0396,2.1841,12.1983,-0.0018,0.0017,12.1509,14.2243,10.2236,10.2254,14.1201,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
55.40,0.0396,2.1880,12.2203,-0.0018,0.0017,12.1728,14.2462,10.2456,10.2474,14.1420,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
55.50,0.0396,2.1920,12.2423,-0.0018,0.0017,12.1948,14.2682,10.2676,10.2693,14.1640,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
55.60,0.0396,2.1960,12.2643,-0.0018,0.0017,12.2168,14.2902,10.2895,10.2913,14.1860,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
55.70,0.0396,2.1999,12.2863,-0.0018,0.0017,12.2388,14.3122,10.3115,10.3133,14.2080,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
55.80,0.0396,2.2039,12.3083,-0.0018,0.0017,12.2608,14.3342,10.3336,10.3353,14.2300,1.9924,1.9929,-1.9965,-1.9960,-0.0001,-0.0001,0.0001,0.0001
55.90,0.0396,2.2078,12.3301,-0.0018,0.0017,12.2826,14.3560,10.3554,10.3572,14.2518,1.9924,1.9929,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
56.00,0.0396,2.2118,12.3521,-0.0018,0.0017,12.3046,14.3780,10.3774,10.3792,14.2738,1.9924,1.9929,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
56.10,0.0396,2.2158,12.3742,-0.0018,0.0017,12.3267,14.4001,10.3995,10.4013,14.2959,1.9924,1.9929,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
56.20,0.0396,2.2197,12.3963,-0.0018,0.0017,12.3489,14.4223,10.4216,10.4234,14.3181,1.9924,1.9929,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
56.30,0.0396,2.2237,12.4183,-0.0018,0.0017,12.3708,14.4443,10.4436,10.4454,14.3400,1.9924,1.9929,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
56.40,0.0396,2.2277,12.4403,-0.0018,0.0017,12.3928,14.4663,10.4656,10.4674,14.3620,1.9924,1.9929,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
56.50,0.0396,2.2316,12.4623,-0.0018,0.0017,12.4149,14.4883,10.4876,10.4894,14.3841,1.9924,1.9929,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
56.60,0.0396,2.2356,12.4843,-0.0018,0.0017,12.4369,14.5103,10.5096,10.5114,14.4061,1.9924,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
56.70,0.0396,2.2395,12.5064,-0.0018,0.0017,12.4589,14.5323,10.5316,10.5334,14.4281,1.9924,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
56.80,0.0396,2.2435,12.5283,-0.0018,0.0017,12.4809,14.5543,10.5536,10.5554,14.4501,1.9924,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
56.90,0.0396,2.2475,12.5503,-0.0018,0.0017,12.5028,14.5763,10.5756,10.5774,14.4720,1.9924,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
57.00,0.0396,2.2514,12.5723,-0.0018,0.0017,12.5248,14.5983,10.5976,10.5994,14.4940,1.9924,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
57.10,0.0396,2.2554,12.5943,-0.0018,0.0017,12.5469,14.6203,10.6196,10.6214,14.5161,1.9924,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
57.20,0.0396,2.2594,12.6163,-0.0018,0.0017,12.5688,14.6423,10.6416,10.6434,14.5380,1.9924,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
57.30,0.0396,2.2633,12.6383,-0.0018,0.0017,12.5908,14.6643,10.6636,10.6654,14.5600,1.9924,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
57.40,0.0396,2.2673,12.6603,-0.0018,0.0017,12.6128,14.6862,10.6856,10.6874,14.5820,1.9924,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
57.50,0.0396,2.2712,12.6823,-0.0018,0.0017,12.6348,14.7082,10.7076,10.7094,14.6040,1.9924,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
57.60,0.0396,2.2752,12.7043,-0.0018,0.0018,12.6569,14.7303,10.7296,10.7314,14.6261,1.9923,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
57.70,0.0396,2.2792,12.7263,-0.0018,0.0018,12.6789,14.7523,10.7516,10.7534,14.6481,1.9923,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
57.80,0.0396,2.2831,12.7483,-0.0018,0.0018,12.7008,14.7742,10.7736,10.7754,14.6700,1.9923,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
57.90,0.0396,2.2871,12.7703,-0.0018,0.0018,12.7228,14.7962,10.7956,10.7973,14.6920,1.9923,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
58.00,0.0396,2.2911,12.7923,-0.0018,0.0018,12.7448,14.8182,10.8176,10.8194,14.7140,1.9923,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
58.10,0.0396,2.2950,12.8143,-0.0018,0.0018,12.7668,14.8402,10.8396,10.8414,14.7360,1.9923,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
58.20,0.0396,2.2990,12.8363,-0.0018,0.0018,12.7888,14.8622,10.8616,10.8634,14.7580,1.9923,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
58.30,0.0396,2.3030,12.8583,-0.0018,0.0018,12.8108,14.8842,10.8836,10.8854,14.7800,1.9923,1.9928,-1.9964,-1.9960,-0.0001,-0.0001,0.0001,0.0001
58.40,0.0396,2.3069,12.8803,-0.0018,0.0018,12.8328,14.9062,10.9056,10.9074,14.8020,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
58.50,0.0396,2.3109,12.9023,-0.0018,0.0018,12.8548,14.9282,10.9276,10.9293,14.8240,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
58.60,0.0396,2.3148,12.9243,-0.0018,0.0018,12.8768,14.9502,10.9496,10.9513,14.8460,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
58.70,0.0396,2.3188,12.9463,-0.0018,0.0018,12.8988,14.9722,10.9716,10.9734,14.8680,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
58.80,0.0396,2.3228,12.9683,-0.0018,0.0018,12.9208,14.9942,10.9936,10.9953,14.8900,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
58.90,0.0396,2.3267,12.9903,-0.0018,0.0018,12.9428,15.0162,11.0156,11.0174,14.9120,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
59.00,0.0396,2.3307,13.0122,-0.0018,0.0018,12.9647,15.0381,11.0375,11.0393,14.9339,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
59.10,0.0396,2.3347,13.0341,-0.0018,0.0018,12.9866,15.0600,11.0594,11.0612,14.9558,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
59.20,0.0396,2.3386,13.0561,-0.0018,0.0018,13.0086,15.0820,11.0814,11.0831,14.9778,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
59.30,0.0396,2.3426,13.0780,-0.0018,0.0018,13.0305,15.1040,11.1033,11.1051,14.9997,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
59.40,0.0396,2.3466,13.1000,-0.0018,0.0018,13.0526,15.1260,11.1253,11.1271,15.0218,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
59.50,0.0396,2.3505,13.1221,-0.0018,0.0018,13.0746,15.1480,11.1474,11.1491,15.0438,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
59.60,0.0396,2.3545,13.1440,-0.0018,0.0018,13.0965,15.1700,11.1693,11.1711,15.0657,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
59.70,0.0396,2.3585,13.1660,-0.0018,0.0018,13.1185,15.1919,11.1913,11.1931,15.0877,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
59.80,0.0397,2.3624,13.1880,-0.0018,0.0018,13.1405,15.2139,11.2132,11.2150,15.1097,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
59.90,0.0396,2.3664,13.2099,-0.0018,0.0018,13.1624,15.2358,11.2352,11.2369,15.1316,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
60.00,0.0396,2.3703,13.2319,-0.0018,0.0018,13.1844,15.2578,11.2572,11.2590,15.1536,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
60.10,0.0396,2.3743,13.2538,-0.0018,0.0018,13.2063,15.2797,11.2791,11.2808,15.1755,1.9923,1.9928,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
60.20,0.0396,2.3783,13.2759,-0.0018,0.0018,13.2284,15.3019,11.3012,11.3030,15.1976,1.9923,1.9927,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
60.30,0.0396,2.3822,13.2980,-0.0018,0.0018,13.2505,15.3240,11.3233,11.3251,15.2197,1.9923,1.9927,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
60.40,0.0396,2.3862,13.3201,-0.0018,0.0018,13.2726,15.3461,11.3454,11.3472,15.2418,1.9923,1.9927,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
60.50,0.0396,2.3902,13.3421,-0.0018,0.0018,13.2947,15.3681,11.3674,11.3692,15.2639,1.9923,1.9927,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
60.60,0.0396,2.3941,13.3641,-0.0018,0.0018,13.3166,15.3901,11.3894,11.3912,15.2858,1.9923,1.9927,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
60.70,0.0396,2.3981,13.3861,-0.0018,0.0018,13.3386,15.4120,11.4114,11.4132,15.3078,1.9922,1.9927,-1.9964,-1.9959,-0.0001,-0.0001,0.0001,0.0001
60.80,0.0397,2.4021,13.4081,-0.0018,0.0018,13.3606,15.4340,11.4334,11.4351,15.3298,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
60.90,0.0397,2.4060,13.4299,-0.0018,0.0018,13.3824,15.4559,11.4552,11.4570,15.3516,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
61.00,0.0396,2.4100,13.4521,-0.0018,0.0018,13.4046,15.4780,11.4773,11.4791,15.3738,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
61.10,0.0397,2.4140,13.4739,-0.0018,0.0018,13.4264,15.4999,11.4992,11.5010,15.3956,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
61.20,0.0397,2.4179,13.4960,-0.0018,0.0018,13.4485,15.5219,11.5213,11.5231,15.4177,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
61.30,0.0396,2.4219,13.5179,-0.0018,0.0018,13.4704,15.5438,11.5432,11.5450,15.4396,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
61.40,0.0397,2.4259,13.5400,-0.0018,0.0018,13.4925,15.5659,11.5653,11.5670,15.4617,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
61.50,0.0397,2.4298,13.5620,-0.0018,0.0018,13.5145,15.5879,11.5873,11.5890,15.4837,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
61.60,0.0397,2.4338,13.5840,-0.0018,0.0018,13.5366,15.6100,11.6093,11.6111,15.5058,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
61.70,0.0397,2.4377,13.6060,-0.0018,0.0018,13.5585,15.6319,11.6313,11.6330,15.5277,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
61.80,0.0397,2.4417,13.6280,-0.0018,0.0018,13.5805,15.6539,11.6533,11.6551,15.5497,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
61.90,0.0397,2.4457,13.6500,-0.0018,0.0018,13.6025,15.6759,11.6752,11.6770,15.5717,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
62.00,0.0397,2.4496,13.6719,-0.0018,0.0018,13.6244,15.6979,11.6972,11.6990,15.5936,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
62.10,0.0397,2.4536,13.6939,-0.0018,0.0018,13.6464,15.7199,11.7192,11.7210,15.6156,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
62.20,0.0397,2.4576,13.7160,-0.0018,0.0018,13.6685,15.7420,11.7413,11.7430,15.6377,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
62.30,0.0397,2.4615,13.7380,-0.0018,0.0018,13.6905,15.7640,11.7633,11.7651,15.6597,1.9922,1.9927,-1.9963,-1.9959,-0.0001,-0.0001,0.0001,0.0001
62.40,0.0397,2.4655,13.7599,-0.0018,0.0018,13.7124,15.7858,11.7852,11.7870,15.6816,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
62.50,0.0397,2.4695,13.7819,-0.0018,0.0018,13.7345,15.8079,11.8072,11.8090,15.7037,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
62.60,0.0397,2.4734,13.8040,-0.0018,0.0018,13.7565,15.8299,11.8293,11.8310,15.7257,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
62.70,0.0397,2.4774,13.8259,-0.0018,0.0018,13.7785,15.8519,11.8512,11.8530,15.7477,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
62.80,0.0397,2.4814,13.8479,-0.0018,0.0018,13.8004,15.8739,11.8732,11.8750,15.7696,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
62.90,0.0397,2.4853,13.8699,-0.0018,0.0018,13.8224,15.8959,11.8952,11.8970,15.7916,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
63.00,0.0397,2.4893,13.8920,-0.0018,0.0018,13.8445,15.9179,11.9172,11.9190,15.8137,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
63.10,0.0397,2.4933,13.9140,-0.0018,0.0018,13.8665,15.9399,11.9393,11.9410,15.8357,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
63.20,0.0397,2.4972,13.9360,-0.0018,0.0018,13.8885,15.9619,11.9613,11.9630,15.8577,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
63.30,0.0397,2.5012,13.9580,-0.0018,0.0018,13.9105,15.9839,11.9833,11.9850,15.8797,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
63.40,0.0397,2.5052,13.9800,-0.0018,0.0018,13.9325,16.0059,12.0053,12.0070,15.9017,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
63.50,0.0397,2.5091,14.0019,-0.0018,0.0018,13.9545,16.0279,12.0272,12.0290,15.9237,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
63.60,0.0397,2.5131,14.0240,-0.0018,0.0018,13.9765,16.0499,12.0493,12.0510,15.9457,1.9922,1.9927,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
63.70,0.0397,2.5171,14.0459,-0.0018,0.0018,13.9984,16.0718,12.0712,12.0730,15.9676,1.9921,1.9926,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
63.80,0.0397,2.5210,14.0679,-0.0018,0.0018,14.0204,16.0939,12.0932,12.0950,15.9896,1.9921,1.9926,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
63.90,0.0397,2.5250,14.0899,-0.0018,0.0018,14.0424,16.1158,12.1152,12.1170,16.0116,1.9921,1.9926,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
64.00,0.0397,2.5290,14.1117,-0.0018,0.0018,14.0642,16.1377,12.1370,12.1388,16.0334,1.9921,1.9926,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
64.10,0.0397,2.5329,14.1337,-0.0018,0.0018,14.0862,16.1596,12.1590,12.1607,16.0554,1.9921,1.9926,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
64.20,0.0397,2.5369,14.1556,-0.0018,0.0018,14.1082,16.1816,12.1809,12.1827,16.0774,1.9921,1.9926,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
64.30,0.0397,2.5409,14.1777,-0.0018,0.0018,14.1302,16.2036,12.2030,12.2047,16.0994,1.9921,1.9926,-1.9963,-1.9958,-0.0001,-0.0001,0.0001,0.0001
64.40,0.0397,2.5448,14.1997,-0.0018,0.0018,14.1522,16.2256,12.2250,12.2267,16.1214,1.9921,1.9926,-1.9963,-1.9958,-0.0002,-0.0001,0.0001,0.0001
64.50,0.0397,2.5488,14.2216,-0.0018,0.0018,14.1742,16.2476,12.2469,12.2487,16.1434,1.9921,1.9926,-1.9963,-1.9958,-0.0002,-0.0001,0.0001,0.0001
64.60,0.0397,2.5528,14.2437,-0.0018,0.0018,14.1962,16.2696,12.2690,12.2707,16.1654,1.9921,1.9926,-1.9963,-1.9958,-0.0002,-0.0001,0.0001,0.0001
